File ID,Illustration,Chp,Part Number,Caption,DB ID,FileName,FileType,Error in print
Figure 3.30,Figure,3,30,"Fig. 3.30. Left: W9140(N), making a dovetailed corner with W9262 (stage d), looking east. (d05Z3-0673) ",d05Z3-0673,d05Z3-0673.tif,tif,
Figure 3.31,Figure,3,31,"Fig. 3.31. Schematic 3D diagram showing the elevations of the main floors of the Phase 9 destruction level (walls removed, vertical axis scaled times two), looking east. Arrows denote the access ways between rooms (see Chapter 2). Legend for pie-charts (black quadrant equals presence and white quadrant equals absence): (a) evidence for structural collapse; (b) heat-alterations on structural elements; (c) ash deposits; (d) artifacts crushed in situ. (d10Z1-1020) ",d10Z1-1020,d10Z1-1020.tif,tif,
Figure 3.32,Figure,3,32,"Fig. 3.32. AI/33 at the end of the 2000 season, looking north, showing elements of Phases 6–9 and 10–11 (the latter two phases only in section). (d10Z1-1021) ",d10Z1-1021,d10Z1-1021.tif,tif,
Figure 3.33,Figure,3,33,"Fig. 3.33. Schematic 3D reconstruction showing the shift in the main wall junctions between Phases 9 and 10, looking southwest. Light-colored walls with black lettering are Phase 9; dark walls with white lettering indicate Phase 10, although the southern part of W9915 and W9909 continue in Phase 9. The two superimposed walls perpendicular to the southern face of W9909 are W9413 and W18250. (d10Z1-1022) ",d10Z1-1022,d10Z1-1022.tif,tif,
Figure 3.34,Figure,3,34,"Fig. 3.34. Superposition of Phases 9, 10a–c in AI–AJ/32–33. Walls of Phases 10a–b are light-colored, 10c are dark. General Phase 10 walls are alternating dark and light. Phase 9 is semi-transparent. (d10Z1-1023) ",d10Z1-1023,d10Z1-1023.tif,tif,
Figure 3.35,Figure,3,35,"Fig. 3.35. The eastern balk of AI/32 (after re-cleaning in 2003), showing the accumulation of ash surfaces in Courtyard 18333. The tags denote sediment samples taken for FTIR and XRF analysis (photo courtesy of Steve Weiner). (p10Z3-0018) ",p10Z3-0018,p10Z3-0018.tif,tif,
Figure 3.36,Figure,3,36,"Fig. 3.36. W18229a built of sections of mud with square rubble piers, looking west. Note it runs below W18048, as well as (by elevation) W9262 and the base of W9140(N), the large boulders at top right. (p05Z3-0626) ",p05Z3-0626,p05Z3-0626.tif,tif,
Figure 3.37,Figure,3,37,"Fig. 3.37. W18229b under W18229a, its corner with W18349 in the center, looking east. Upper left: base of Phase 9 W9262d. (p05Z3-0634) ",p05Z3-0634,p05Z3-0634.tif,tif,
Figure 3.38,Figure,3,38,"Fig. 3.38. Pipe diagram showing the four wall sequences radiating from the central wall junction and the relationships between them, from Phases 6 to 10. (d10Z1-1024) ",d10Z1-1024,d10Z1-1024.tif,tif,
Figure 4.1,Figure,4,1,"Fig. 4.1. Fieldstone foundation W9885 below Phase 3 W9278,  looking south. (p08Z3-1057)  ",p08Z3-1057,p08Z3-1057.tif,tif,
Figure 4.2,Figure,4,2,"Fig. 4.2. Fieldstone foundation W9885 below Phase 3 W9278,  looking west. (p08Z3-1056)  ",p08Z3-1056,p08Z3-1056.tif,tif,
Figure 4.3,Figure,4,3,"Fig. 4.3. F18555 sloping up towards W18045, looking southeast.  Bottom: small section of Phase 6a W9957. (p08Z3-1071)  ",p08Z3-1071,p08Z3-1071.tif,tif,
Figure 4.4,Figure,4,4,"Fig. 4.4. W9957 and W18045 after removal of W9282, looking  north. (p08Z3-1079)  ",p08Z3-1079,p08Z3-1079.tif,tif,
Figure 4.5,Figure,4,5,"Fig. 4.5. Thumbnail plan of Phase 5, AG/33. For details, see Plan  10. (d09Z3-1269)  ",d09Z3-1269,d09Z3-1269.tif,tif,
Figure 4.6,Figure,4,6,"Fig. 4.6. Late W9278 floating above Phase 5 F9796, looking  south. (p08Z3-1031)  ",p08Z3-1031,p08Z3-1031.tif,tif,
Figure 4.7,Figure,4,7,"Fig. 4.7. F9853 running below W9560 and cut by Phase 4 pit  L9871, looking north. (p08Z3-1055)  ",p08Z3-1055,p08Z3-1055.tif,tif,
Figure 4.8,Figure,4,8,"Fig. 4.8. Thumbnail plan of Phases 6a+b, AG/33–34. For details,  see Plans 8 and 9. (d09Z3-1270)  ",d09Z3-1270,d09Z3-1270.tif,tif,
Figure 4.9,Figure,4,9,"Fig. 4.9. Phase 6a F9870 = F9901 = F9889 cut by Phase 4 pits  L9890 and L9875, looking north. (p08Z3-1125)  ",p08Z3-1125,p08Z3-1125.tif,tif,
Figure 4.10,Figure,4,10,"Fig. 4.10. Phase 6a F9932 cut by Phase 4 pits L9871 and L9890,  looking northeast. Note Phase 6a W9957 on the left, under  late walls W9282 and W9096. The elevation of F9932 is  higher than the top of preservation of the wall. (p09Z3-3001)  ",p09Z3-3001,p09Z3-3001.tif,tif,
Figure 4.11,Figure,4,11,"Fig. 4.11. Phase 6a F9944 reaches W9957, which runs under  W9282, looking northwest. (p08Z3-1049)  ",p08Z3-1049,p08Z3-1049.tif,tif,
Figure 4.12,Figure,4,12,"Fig. 4.12. F9962 (= 18000 =18006 = 18030) reaching W9957,  looking north. Background: W9282. (p08Z3-1134)  ",p08Z3-1134,p08Z3-1134.tif,tif,
Figure 4.13,Figure,4,13,"Fig. 4.13. Area of F18006, looking north. (p08Z3-1067)  ",p08Z3-1067,p08Z3-1067.tif,tif,
Figure 4.14,Figure,4,14,"Fig. 4.14. F18556 likely reaching W18045, looking northwest.  (p08Z3-1075)  ",p08Z3-1075,p08Z3-1075.tif,tif,
Figure 4.15,Figure,4,15,"Fig. 4.15. Phase 6a?/5 F18238 and F18258, looking south; all  other elements are late. (p08Z3-1106)  ",p08Z3-1106,p08Z3-1106.tif,tif,
Figure 4.16,Figure,4,16,"Fig. 4.16. F18288 below Phase 1 W18248, looking south.  (p08Z3-1091)  ",p08Z3-1091,p08Z3-1091.tif,tif,
Figure 4.17,Figure,4,17,"Fig. 4.17. Patches of F18553 and a northern extension of W18045  just beginning to be exposed, looking west. (p08Z3-1073)  ",p08Z3-1073,p08Z3-1073.tif,tif,
Figure 4.18,Figure,4,18,"Fig. 4.18. F18559 and northern extension of W18045, looking  west. (p08Z3-1074)  ",p08Z3-1074,p08Z3-1074.tif,tif,
Figure 4.19,Figure,4,19,"Fig. 4.19. F18569; the floor could not be traced to W8045, but  likely reached it; looking southwest. (p08Z3-1080)  ",p08Z3-1080,p08Z3-1080.tif,tif,
Figure 4.20,Figure,4,20,"Fig. 4.20. General view of AI/33–34, AH/33–34 and AG/33–34,  looking north; walls from Phases 1–9. W9957 sits on the  just-visible preserved upper portion of the mudbricks of  W18045; to its west is mudbrick W9735 which may have  formed a corner with W18045. (p08Z3-1099)  ",p08Z3-1099,p08Z3-1099.tif,tif,
Figure 4.21,Figure,4,21,Fig. 4.21. Locus genealogy for AG/33. (d09Z3-1271)  ,d09Z3-1271,d09Z3-1271.tif,tif,
Figure 4.22,Figure,4,22,Fig. 4.22. Locus genealogy for AG/34. (d09Z3-1272)  ,d09Z3-1272,d09Z3-1272.tif,tif,
Figure 5.1,Figure,5,1,"Fig. 5.1. AH–AI/33, looking west. Center: Phase 5 W9702 and W9675, just above W9266 (Phases 6–9); W9684 is visible at the far end of W9675. Right: upper and lower stages of Phase 1 W9282 and stairs W9290. Left: Cement W9096 (Phase 1), header W9274 (Phase 2) and pier-and-rubble W9278 (Phase 3). Bottom center: Oven L9658 (Phases 6b–c). (p08Z3-1017) ",p08Z3-1017,p08Z3-1017.tif,tif,
Figure 5.2,Figure,5,2,"Fig. 5.2. AH–AI/33, looking north. Center: Phase 5 W9702 above W9675, and W9266 and W9684 (Phases 6–9); Phases 6b–c Oven L9658. Other walls belong to Phases 1–3. See Fig. 5.1. (p08Z3-1014) ",p08Z3-1014,p08Z3-1014.tif,tif,
Figure 5.3,Figure,5,3,"Fig. 5.3. Closeup of juncture of W9675 and W9702, looking north. (p08Z3-1020) ",p08Z3-1020,p08Z3-1020.tif,tif,
Figure 5.4,Figure,5,4,"Fig. 5.4. Juncture of W9990 and W9266, looking southwest. Note smaller stones of upper stage (a) of W9266 (above the number plaque) on top of earlier stage (b) boulders. (p08Z3-1097) ",p08Z3-1097,p08Z3-1097.tif,tif,
Figure 5.5,Figure,5,5,"Fig. 5.5. Juncture of W9990 and W9266, looking west. Note smaller stones (stage a) on top of larger boulders (stage b) in W9266. (p08Z3-1096) ",p08Z3-1096,p08Z3-1096.tif,tif,
Figure 5.6,Figure,5,6,"Fig. 5.6. W9684 and juncture with W9262 and W9729a on the right, looking east. Note smaller stones (stage a) above number plaque for W9684. (p08Z3-1029) ",p08Z3-1029,p08Z3-1029.tif,tif,
Figure 5.7,Figure,5,7,"Fig. 5.7. Juncture of W9684 and W9729a–b, looking southwest. Left: W9266. (p08Z3-1090) ",p08Z3-1090,p08Z3-1090.tif,tif,
Figure 5.8,Figure,5,8,"Fig. 5.8. Juncture of W9211 = W9825 with W9266 (right) and W9684 (left), looking north. Phase 10a W18577 just emerging under W9211 = W9825. (p08Z3-1088) ",p08Z3-1088,p08Z3-1088.tif,tif,
Figure 5.9,Figure,5,9,"Fig. 5.9. W9211 = W9825 between W9684 and W9266, looking north; Phase 7 F9937 ≡ W9684b. Note olive-press stone weight in later debris above W9211 (= W9825). (p08Z3-1040) ",p08Z3-1040,p08Z3-1040.tif,tif,
Figure 5.10,Figure,5,10,"Fig. 5.10. W9729a, doorway with W9684 on the right; mudbrick material of W9729b visible below stone stage. Left: W9266. (p08Z3-1045) ",p08Z3-1045,p08Z3-1045.tif,tif,
Figure 5.11,Figure,5,11,"Fig. 5.11. Juncture of W9266 with W9729, looking southeast. Note smaller stones in upper W9266a and larger boulders in lower W9266b. Note also fieldstone upper part of W9729a (with doorway on the right), on top of mudbrick W9729b. (p05Z3-0212) ",p05Z3-0212,p05Z3-0212.tif,tif,
Figure 5.12,Figure,5,12,"Fig. 5.12. Phase 6b W9845 abutting the western face of W9266, looking south. (p05Z3-0210) ",p05Z3-0210,p05Z3-0210.tif,tif,
Figure 5.13,Figure,5,13,"Fig. 5.13. Juncture of W9266b with W9825, looking north. Note top of Phase 10a W18577 under W9825. Center and foreground: Phase 9 destruction debris F18570; see also Fig. 5.28. (p05Z3-0201)",p05Z3-0201,p05Z3-0201.tif,tif,
Figure 5.14,Figure,5,14,Fig. 5.14. Schematic north–south section of relations of floors between W9266 and W9684 to constructional stages in W9729. (d09Z3-1273) ,d09Z3-1273,d09Z3-1273.tif,tif,
Figure 5.15,Figure,5,15,"Fig. 5.15. Thumbnail plan of Phase 5, AH–AI/33. For details, see Plan 10. (d09Z3-1274) ",d09Z3-1274,d09Z3-1274.tif,tif,
Figure 5.16,Figure,5,16,"Fig. 5.16. Thumbnail plan of Phase 6, AH–AI/33. For details, see Plans 8–9. (d09Z3-1275) ",d09Z3-1275,d09Z3-1275.tif,tif,
Figure 5.17,Figure,5,17,"Fig. 5.17. Floor patch F9828 (Phase 6a) with base of in situ vessel, looking west. (p08Z3-1032) ",p08Z3-1032,p08Z3-1032.tif,tif,
Figure 5.18,Figure,5,18,"Fig. 5.18. Phase 6b F9817, almost reaching W9684, looking west. (p08Z3-1030) ",p08Z3-1030,p08Z3-1030.tif,tif,
Figure 5.19,Figure,5,19,"Fig. 5.19. Thumbnail plan of Phase 7, AH–AI/33. For details, see Plan 7. (d09Z3-1276) ",d09Z3-1276,d09Z3-1276.tif,tif,
Figure 5.20,Figure,5,20,"Fig. 5.20. Phase 7 F9937 reaching W9684b, looking north. (p08Z3-1041) ",p08Z3-1041,p08Z3-1041.tif,tif,
Figure 5.21,Figure,5,21,"Fig. 5.21. Phase 7 F9994 reaching W9266b and W9729b, looking south. Note W9729a and its doorway (on the right) above W9729b and F9994. (p08Z3-1042) ",p08Z3-1042,p08Z3-1042.tif,tif,
Figure 5.22,Figure,5,22,"Fig. 5.22. F18552 reaching W9266, W9684 and W9729b, looking south. Mudbrick stage W9729c just beginning to appear, seen most clearly in the corner of W9729b and W9684. (p08Z3-1072) ",p08Z3-1072,p08Z3-1072.tif,tif,
Figure 5.23,Figure,5,23,"Fig. 5.23. Detail of juncture of W9266b and W9729a-c, looking southeast (c is the slightly wider set of mudbricks nearer the bottom of the wall). Note fieldstone section of W9729b, where it meets W9266b. (p05Z3-0200) ",p05Z3-0200,p05Z3-0200.tif,tif,
Figure 5.24,Figure,5,24,"Fig. 5.24. Thumbnail plan of Phase 8, AH–AI/33. For details, see Plan 6. (d09Z3-1277) ",d09Z3-1277,d09Z3-1277.tif,tif,
Figure 5.25,Figure,5,25,"Fig. 5.25. F18563 sloping up to reach W9266b, looking east. (p08Z3-1081) ",p08Z3-1081,p08Z3-1081.tif,tif,
Figure 5.26,Figure,5,26,Fig. 5.26. F18563 and its relation to surrounding walls. (p08Z3-1278) ,p08Z3-1278,p08Z3-1278.tif,tif,
Figure 5.27,Figure,5,27,"Fig. 5.27. Thumbnail plan of Phase 9, AH–AI/33. For details, see Plan 5. (d09Z3-1278) ",d09Z3-1278,d09Z3-1278.tif,tif,
Figure 5.28,Figure,5,28,"Fig. 5.28. Juncture of W9211 = W9825 with W9266b and W9684b, looking north. F18570 was found mostly adjacent to W9266; see also Fig. 5.13. (p08Z3-1087)",p08Z3-1087,p08Z3-1087.tif,tif,
Figure 5.29,Figure,5,29,Fig. 5.29. Locus genealogy for AH–AI/33. (d09Z3-1279) ,d09Z3-1279,d09Z3-1279.tif,tif,
Figure 6.1,Figure,6,1,"Fig. 6.1. Small patch of F18580 in AH/34, looking east. W18045 is visible in section, terminating on the north on a straight line above the F18580 plaque. (p08Z3-1085) ",p08Z3-1085,p08Z3-1085.tif,tif,
Figure 6.2,Figure,6,2,"Fig. 6.2. Thumbnail plan of Phase 6/7?, AH/34. For details, see Plans 7–9. (d09Z3-1280) ",d09Z3-1280,d09Z3-1280.tif,tif,
Figure 6.3,Figure,6,3,"Fig. 6.3. Thumbnail plan of Phase 8, AH/34. For details, see Plan 6. (d09Z3-1281) ",d09Z3-1281,d09Z3-1281.tif,tif,
Figure 6.4,Figure,6,4,"Fig. 6.4. Pit L18225 (Phase 4) cutting L18213 (Phase 6/7?) and below Phase 1 W18206 (= W9301b), looking south. (p08Z3-1105) ",p08Z3-1105,p08Z3-1105.tif,tif,
Figure 6.5,Figure,6,5,"Fig. 6.5. F18580 (Phase 8) at bottom of pit L18255 (Phase 4), looking northwest. Background: Phase 1 W9253. (p08Z3-1084) ",p08Z3-1084,p08Z3-1084.tif,tif,
Figure 6.6,Figure,6,6,Fig. 6.6. Locus genealogy for AH/34. (d09Z3-1282) ,d09Z3-1282,d09Z3-1282.tif,tif,
Figure 7.1,Figure,7,1,"Fig. 7.1. General view of AH–AG/33, looking north; stone W9957 above mudbrick W18045; F18076 and F18044 reach W18045. Note possible corner of W18045 and W9957 with mudbrick W9735 below late W9282. (p08Z3-1069) ",p08Z3-1069,p08Z3-1069.tif,tif,
Figure 7.2,Figure,7,2,"Fig. 7.2. Phase 1 W9282 above Phase 6a W9957, looking north. Top of mudbrick W18045 below W9957 just beginning to appear. F9962 reaches W9957. (p08Z3-1046) ",p08Z3-1046,p08Z3-1046.tif,tif,
Figure 7.3,Figure,7,3,"Fig. 7.3. F9305 (= F9311) below foundation of W9278, but reaching W9266a, looking south (photo courtesy of Andrew Stewart). (p10Z3-0064) ",p10Z3-0064,p10Z3-0064.tif,tif,
Figure 7.4,Figure,7,4,"Fig. 7.4. F9311 = F9305 at its northern end adjacent to late W9282, looking north. To north of W9282 is “Ana’s basement” of Phase 1 (photo courtesy of Andrew Stewart). (p10Z3-0065) ",p10Z3-0065,p10Z3-0065.tif,tif,
Figure 7.5,Figure,7,5,"Fig. 7.5. Thumbnail plan of Phase 6b, AH–AG/33. For details, see Plan 8. (d09Z3-1283) ",d09Z3-1283,d09Z3-1283.tif,tif,
Figure 7.6,Figure,7,6,"Fig. 7.6. General view of primarily AI–AH–AG/33, looking south. Background: Phase 1 cement foundation (incorporating column drum) W9096 and Phases 2–3 W9278 which crossed over Phases 6–9 W9266 and W9684. Foreground: W9684 and W9266 cut by Phase 1 W9282. Upper right: stone and mudbrick stages of W9729a-b and doorway in corner with W9684. Phase 6b W9990 and W9936 form a small bin against the eastern face of W9266b. Note that W9990 and W9729a match fairly well for elevations. (p08Z3-1095) ",p08Z3-1095,p08Z3-1095.tif,tif,
Figure 7.7,Figure,7,7,"Fig. 7.7. W9735 (partially excavated) abutting W9266b below W9282, looking north. Note: 9988 in upper right corner is possibly a stone pavement, not a wall. (p08Z3-1043) ",p08Z3-1043,p08Z3-1043.tif,tif,
Figure 7.8,Figure,7,8,"Fig. 7.8. Detail of juncture of W9936 and W9990, possibly forming a small bin, looking southwest. W9990 abuts W9266. (p08Z3-1115) ",p08Z3-1115,p08Z3-1115.tif,tif,
Figure 7.9,Figure,7,9,"Fig. 7.9. Corner of W9936 and W9990, looking southwest. W9990 abuts W9266b (background). F9897 reaches W9936 and covers mudbrick W9989. Oven L9880 is built against W9990. (p08Z3-1048) ",p08Z3-1048,p08Z3-1048.tif,tif,
Figure 7.10,Figure,7,10,"Fig. 7.10. In situ krater on F18076 (= F9657 on the east) which reaches W18045, below W9957, looking north. (p08Z3-1140) ",p08Z3-1140,p08Z3-1140.tif,tif,
Figure 7.11,Figure,7,11,"Fig. 7.11. A few of the many vessels found in situ on F9657, looking north (photo courtesy of Andrew Stewart). (p10Z3-0066) ",p10Z3-0066,p10Z3-0066.tif,tif,
Figure 7.12,Figure,7,12,"Fig. 7.12. Oven L9658 against W9266b, looking south, before exposure of oven L9880 under rubble L9865. (p08Z3-1062) ",p08Z3-1062,p08Z3-1062.tif,tif,
Figure 7.13,Figure,7,13,"Fig. 7.13. Ovens L9658 and L9880, looking west, against W9266b, after rubble was removed from oven L9880, but before W9990 and W9936 were excavated to the left of L9880. (p08Z3-1061) ",p08Z3-1061,p08Z3-1061.tif,tif,
Figure 7.14,Figure,7,14,"Fig. 7.14. Oven L9880 in the corner formed by W9266b and W9990, looking south. F9950 belongs to Phase 7. (p08Z3-1052) ",p08Z3-1052,p08Z3-1052.tif,tif,
Figure 7.15,Figure,7,15,"Fig. 7.15. Detail of oven L9880 with exterior sherd lining, looking northwest. Note two ventilation holes in the oven’s walls, marked by sticks. (p08Z3-1054) ",p08Z3-1054,p08Z3-1054.tif,tif,
Figure 7.16,Figure,7,16,"Fig. 7.16. Lower cobblestone wall of oven L9880, looking south. (p08Z3-1051) ",p08Z3-1051,p08Z3-1051.tif,tif,
Figure 7.17,Figure,7,17,"Fig. 7.17. Cup-and-saucer in situ in oven L9880, looking west. (p08Z3-1136) ",p08Z3-1136,p08Z3-1136.tif,tif,
Figure 7.18,Figure,7,18,"Fig. 7.18. F18551 slopes up and seems to reach W18045, looking south. (p08Z3-1078) ",p08Z3-1078,p08Z3-1078.tif,tif,
Figure 7.19,Figure,7,19,"Fig. 7.19. Thumbnail plan of Phase 7, AH–AG/33. For details, see Plan 7. (d09Z3-1284) ",d09Z3-1284,d09Z3-1284.tif,tif,
Figure 7.20,Figure,7,20,"Fig. 7.20. F18247 running below W9989 in AH/33, looking south. (p08Z3-1103) ",p08Z3-1103,p08Z3-1103.tif,tif,
Figure 7.21,Figure,7,21,"Fig. 7.21. F18247 running below W9735 in AH/33, looking north. (p08Z3-1104) ",p08Z3-1104,p08Z3-1104.tif,tif,
Figure 7.22,Figure,7,22,"Fig. 7.22. F18209 running below W9989 in AH/33, looking south. (p08Z3-1101) ",p08Z3-1101,p08Z3-1101.tif,tif,
Figure 7.23,Figure,7,23,"Fig. 7.23. Detail of F18209 running below W9735 in AH/33, looking north. (p08Z3-1100) ",p08Z3-1100,p08Z3-1100.tif,tif,
Figure 7.24,Figure,7,24,"Fig. 7.24. W18045 and in situ jar on F18558 in AG/33, looking south. (p08Z3-1076) ",p08Z3-1076,p08Z3-1076.tif,tif,
Figure 7.25,Figure,7,25,"Fig. 7.25. Thumbnail plan of Phase 8, AH–AG/33. For details, see Plan 6. (d09Z3-1285) ",d09Z3-1285,d09Z3-1285.tif,tif,
Figure 7.26,Figure,7,26,"Fig. 7.26. W18575 abutting W9266b, looking northwest. F18565 slopes up to reach W9266b and W18575. (p08Z3-1082) ",p08Z3-1082,p08Z3-1082.tif,tif,
Figure 7.27,Figure,7,27,"Fig. 7.27. W18575 abutting W9266b, looking south. F18565 reaches both W9266b and W18575. Background: Phase 6b–c W9990 and W9936 float above F18565. (p08Z3-1083) ",p08Z3-1083,p08Z3-1083.tif,tif,
Figure 7.28,Figure,7,28,"Fig. 7.28. Southern end of F18278 and F18304, looking south. Phase 7 F18209 below mudbrick W9989. (p08Z3-1097) ",p08Z3-1097,p08Z3-1097.tif,tif,
Figure 7.29,Figure,7,29,"Fig. 7.29. Northern end of F18278 and F18304, looking north. W9735 floats above F18278. (p08Z3-1094) ",p08Z3-1094,p08Z3-1094.tif,tif,
Figure 7.30,Figure,7,30,"Fig. 7.30. F18544 and its probable relation to W9266b, looking south. (p08Z3-1077) ",p08Z3-1077,p08Z3-1077.tif,tif,
Figure 7.31,Figure,7,31,Fig. 7.31. Locus genealogy for AH–AG/33. (d09Z3-1286) ,d09Z3-1286,d09Z3-1286.tif,tif,
Figure 8.1,Figure,8,1,"Fig. 8.1. Southern balk in AI/31, showing three superimposed wall sequences: W18218 of stages iii–iv (Phases 2–3), W9715a-b of stages vii–x (Phases 6–8), and W18315 of stages xii–xiv (Phase 10). (p08Z3-1209) ",p08Z3-1209,p08Z3-1209.tif,tif,
Figure 8.2,Figure,8,2,"Fig. 8.2. Thumbnail plan of Phase 5, AI/31. For details, see Plan 10. (d09Z3-1216) ",d09Z3-1216,d09Z3-1216.tif,tif,
Figure 8.3,Figure,8,3,"Fig. 8.3. Foreground: Phase 5 W9636, looking east. Late W9058 built directly on top of W9636 to the rear (see Fig. 8.4). (p05Z3-0230)",p05Z3-0230,p05Z3-0230.tif,tif,
Figure 8.4,Figure,8,4,"Fig. 8.4. W9636, looking south. Above and left: late W9058; the ashlar sticking out of the rear balk is part of late W9047. (p05Z3-0224) ",p05Z3-0224,p05Z3-0224.tif,tif,
Figure 8.5,Figure,8,5,"Fig. 8.5. Foreground: W9636, looking north. Left balk: white lines of F9635 (north) and F9627 (south), reaching the higher lip of W9636. (p08Z3-1234) ",p08Z3-1234,p08Z3-1234.tif,tif,
Figure 8.6,Figure,8,6,"Fig. 8.6. AI/31, looking southeast. Left: late W9058 in balk. Squared eastern end of W9636 suggesting a doorway (photograph courtesy of Andrew Stewart). (p10Z3-0067) ",p10Z3-0067,p10Z3-0067.tif,tif,
Figure 8.7,Figure,8,7,"Fig. 8.7. Squared eastern end of W9636, looking southwest. Right: Phase 5 F9635 in balk (photograph courtesy of Andrew Stewart). (p10Z3-0068) ",p10Z3-0068,p10Z3-0068.tif,tif,
Figure 8.8,Figure,8,8,"Fig. 8.8. Phase 5 oven L18363 (its eastern face numbered here L18205) on F18200, below late drain L9025, looking west. (p10Z3-0068) ",p05Z3-0232,p05Z3-0232.tif,tif,
Figure 8.9,Figure,8,9,"Fig. 8.9. Oven L18363, looking north. (p05Z3-0233) ",p05Z3-0233,p05Z3-0233.tif,tif,
Figure 8.10,Figure,8,10,"Fig. 8.10. Thumbnail plan of Phase 6, AI/31. For details, see Plans 8–9. (d09Z3-1217) ",d09Z3-1217,d09Z3-1217.tif,tif,
Figure 8.11,Figure,8,11,"Fig. 8.11. F9850 in AI/31, looking north. (p05Z3-0237) ",p05Z3-0237,p05Z3-0237.tif,tif,
Figure 8.12,Figure,8,12,"Fig. 8.12. Foreground: Phase 5 W9636, looking north. T-shaped rubble L9714 north of W9636, possibly associated with mudbrick walls W9963 and W9964 (Phase 7) below. See Figs. 8.18–8.19. (p05Z3-0239)",p05Z3-0239,p05Z3-0239.tif,tif,
Figure 8.13,Figure,8,13,"Fig. 8.13. Phase 6 rubble L9895, looking west, above Phase 7 W9663 and W9664 (top: mudbricks of W9663 in section). Left: W9715; note its height in relation to the adjacent rubble. (p05Z3-0240) ",p05Z3-0240,p05Z3-0240.tif,tif,
Figure 8.14,Figure,8,14,"Fig. 8.14. Phase 6 F9688 in middle of stone rubble, looking north. Left: Phase 5 F9635 floating. (p08Z3-1237) ",p08Z3-1237,p08Z3-1237.tif,tif,
Figure 8.15,Figure,8,15,"Fig. 8.15. Silo L9882, looking northeast. (p05Z3-0234) ",p05Z3-0234,p05Z3-0234.tif,tif,
Figure 8.16,Figure,8,16,"Fig. 8.16. Thumbnail plan of Phase 7, AI/31. For details, see Plan 7. (d09Z3-1218) ",d09Z3-1218,d09Z3-1218.tif,tif,
Figure 8.17,Figure,8,17,"Fig. 8.17. Thumbnail plan of Phase 8, AI/31. For details, see Plan 6. (d09Z3-1219) ",d09Z3-1219,d09Z3-1219.tif,tif,
Figure 8.18,Figure,8,18,"Fig. 8.18. Juncture of W9963 and W9964, looking north. Note fieldstone W9952 at northern end of W9964. Phase 6 Silo L9882 in western balk. (p08Z3-1128) ",p08Z3-1128,p08Z3-1128.tif,tif,
Figure 8.19,Figure,8,19,"Fig. 8.19. Phase 7 W9963, W9964 and W9715, looking south. (p08Z3-1129) ",p08Z3-1129,p08Z3-1129.tif,tif,
Figure 8.20,Figure,8,20,"Fig. 8.20. W9964, with row of fieldstone W9952, looking northwest. (p08Z3-1130) ",p08Z3-1130,p08Z3-1130.tif,tif,
Figure 8.21,Figure,8,21,"Fig. 8.21. Stone section of W9715 in southern balk and W18300 in western balk, below drain L9025, looking southwest. (p05Z3-0242) ",p05Z3-0242,p05Z3-0242.tif,tif,
Figure 8.22,Figure,8,22,"Fig. 8.22. Juncture of W9964 and W9715, looking south. F18002 may go underneath stones of W9715a or reach it. (p05Z3-0244) ",p05Z3-0244,p05Z3-0244.tif,tif,
Figure 8.23,Figure,8,23,"Fig. 8.23. Vessels found in L9965, some leaning against W9963, looking west (photograph courtesy of Andrew Stewart). (p10Z3-0070) ",p10Z3-0070,p10Z3-0070.tif,tif,
Figure 8.24,Figure,8,24,"Fig. 8.24. F18001, looking north. (p10Z3-0071) ",p10Z3-0071,p10Z3-0071.tif,tif,
Figure 8.25,Figure,8,25,"Fig. 8.25. Thumbnail plan of Phase 9, AI/31. For details, see Plan 5. (d09Z3-1220) ",d09Z3-1220,d09Z3-1220.tif,tif,
Figure 8.26,Figure,8,26,Fig. 8.26. Western balk of AI/31 showing Phase 9 material between W9963 (Phase 7) and W18296 (Phase 10). (d09Z3-1221) ,d09Z3-1221,d09Z3-1221.tif,tif,
Figure 8.27,Figure,8,27,"Fig. 8.27. Stage xi (Phase 9) destruction debris F18033 and F18047 (in doorway), looking west. Left: Phase 7 W9963. Right: beyond W9800 is courtyard F9795. (p05Z3-0243) ",p05Z3-0243,p05Z3-0243.tif,tif,
Figure 8.28,Figure,8,28,"Fig. 8.28. In situ vessels on F18265, looking south (see Fig. 8.30). (p08Z3-1197)",p08Z3-1197,p08Z3-1197.tif,tif,
Figure 8.29,Figure,8,29,"Fig. 8.29. In situ vessel on F18033, looking west. (p05Z3-0249) ",p05Z3-0249,p05Z3-0249.tif,tif,
Figure 8.30,Figure,8,30,Fig. 8.30. In situ vessels on F18265 (see Fig. 8.28). (p05Z3-0211),p05Z3-0211,p05Z3-0211.tif,tif,
Figure 8.31,Figure,8,31,"Fig. 8.31. Burnt ceiling material in western balk, with ashy white reed-matting material interwoven with carbonized beams and clay layer on top. (p05Z3-0252) ",p05Z3-0252,p05Z3-0252.tif,tif,
Figure 8.32,Figure,8,32,Fig. 8.32. Eastern balk showing ceiling collapse similar to that in Fig. 8.31. (p05Z3-0253),p05Z3-0253,p05Z3-0253.tif,tif,
Figure 8.33,Figure,8,33,"Fig. 8.33. Feature L18319 above Phase 10 W18315, looking southwest. (p05Z3-0254) ",p05Z3-0254,p05Z3-0254.tif,tif,
